first_word,first_code_emoji,first_code,max_num_second_word_in_strategy,assigned_second_guess,is_bin_solved,n_answers_in_bin,bin_probability,assigned_score_entropy,selected_second_guess_list
crane,⬛⬛⬛⬛⬛,00000,2,toils,False,263,0.1136,1.6998,"toils,spilt"
crane,⬛⬛🟨⬛⬛,00100,2,toils,False,134,0.0579,1.5467,"toils,spilt"
crane,⬛⬛⬛⬛🟨,00001,2,spilt,False,127,0.0549,1.5970,"toils,spilt"
crane,⬛🟨⬛⬛🟨,01001,2,toils,False,122,0.0527,1.2055,"toils,spilt"
crane,⬛⬛⬛⬛🟩,00002,2,toils,False,102,0.0441,1.5740,"toils,spilt"
crane,⬛🟨⬛⬛⬛,01000,2,toils,False,90,0.0389,1.4522,"toils,spilt"
crane,⬛🟨🟨⬛⬛,01100,2,toils,False,65,0.0281,1.2269,"toils,spilt"
crane,⬛⬛⬛🟨🟨,00011,2,toils,False,58,0.0251,1.2157,"toils,spilt"
crane,⬛⬛⬛🟩⬛,00020,2,toils,False,58,0.0251,1.2930,"toils,spilt"
crane,⬛⬛⬛🟨⬛,00010,2,toils,False,55,0.0238,1.3387,"toils,spilt"
crane,🟨⬛⬛⬛⬛,10000,2,toils,False,55,0.0238,1.4414,"toils,spilt"
crane,⬛🟩⬛⬛⬛,02000,2,toils,False,51,0.0220,1.3015,"toils,spilt"
crane,⬛🟨🟨⬛🟨,01101,2,spilt,False,50,0.0216,0.9152,"toils,spilt"
crane,⬛⬛🟨⬛🟩,00102,2,spilt,False,49,0.0212,1.2014,"toils,spilt"
crane,⬛⬛🟩⬛⬛,00200,2,spilt,False,49,0.0212,1.4090,"toils,spilt"
crane,⬛⬛🟨🟨⬛,00110,2,toils,False,47,0.0203,1.3405,"toils,spilt"
crane,⬛⬛🟨⬛🟨,00101,2,spilt,False,46,0.0199,1.1651,"toils,spilt"
crane,⬛⬛🟩⬛🟩,00202,2,spilt,False,44,0.0190,1.1397,"toils,spilt"
crane,⬛🟨⬛⬛🟩,01002,2,toils,False,40,0.0173,1.0063,"toils,spilt"
crane,⬛🟨⬛🟨🟨,01011,2,toils,False,27,0.0117,0.9656,"toils,spilt"
crane,🟨⬛🟨⬛⬛,10100,2,toils,False,27,0.0117,1.1078,"toils,spilt"
crane,⬛🟩⬛⬛🟩,02002,2,spilt,False,26,0.0112,0.8926,"toils,spilt"
crane,🟩⬛⬛⬛⬛,20000,2,toils,False,25,0.0108,1.0817,"toils,spilt"
crane,⬛🟨🟩⬛⬛,01200,2,spilt,False,24,0.0104,0.9945,"toils,spilt"
crane,⬛🟩⬛⬛🟨,02001,2,toils,False,22,0.0095,0.8892,"toils,spilt"
crane,⬛🟩🟩⬛⬛,02200,2,spilt,False,22,0.0095,1.0858,"toils,spilt"
crane,⬛⬛⬛🟨🟩,00012,2,toils,False,21,0.0091,1.0891,"toils,spilt"
crane,⬛⬛🟨🟨🟨,00111,2,spilt,False,21,0.0091,0.7775,"toils,spilt"
crane,⬛⬛🟨🟩⬛,00120,2,toils,False,20,0.0086,0.9343,"toils,spilt"
crane,🟨⬛⬛⬛🟨,10001,2,spilt,False,20,0.0086,0.9644,"toils,spilt"
crane,⬛⬛🟩⬛🟨,00201,2,toils,False,18,0.0078,0.9498,"toils,spilt"
crane,🟨⬛⬛🟨⬛,10010,2,toils,False,18,0.0078,1.0085,"toils,spilt"
crane,⬛🟩⬛🟩⬛,02020,2,toils,False,17,0.0073,0.8008,"toils,spilt"
crane,⬛⬛🟩🟩⬛,00220,2,spilt,False,16,0.0069,0.9783,"toils,spilt"
crane,⬛🟨⬛🟨⬛,01010,2,toils,False,13,0.0056,0.8824,"toils,spilt"
crane,⬛🟩🟩⬛🟩,02202,2,spilt,False,13,0.0056,0.5663,"toils,spilt"
crane,🟨⬛🟩⬛⬛,10200,2,spilt,False,13,0.0056,0.8649,"toils,spilt"
crane,🟩⬛🟨⬛⬛,20100,2,toils,False,13,0.0056,0.9112,"toils,spilt"
crane,🟩⬛🟩⬛⬛,20200,2,toils,False,13,0.0056,0.9750,"toils,spilt"
crane,🟩🟩⬛⬛⬛,22000,2,spilt,False,13,0.0056,0.8361,"toils,spilt"
crane,⬛⬛⬛🟩🟩,00022,2,spilt,False,12,0.0052,0.9287,"toils,spilt"
crane,⬛🟩🟨⬛⬛,02100,2,toils,False,12,0.0052,0.6399,"toils,spilt"
crane,🟨⬛⬛🟨🟩,10012,2,toils,False,11,0.0048,0.6035,"toils,spilt"
crane,🟨🟨⬛⬛⬛,11000,2,toils,False,11,0.0048,0.9319,"toils,spilt"
crane,🟩⬛⬛⬛🟨,20001,2,toils,False,11,0.0048,0.9319,"toils,spilt"
crane,🟩⬛⬛⬛🟩,20002,2,toils,False,11,0.0048,0.9867,"toils,spilt"
crane,⬛⬛⬛🟩🟨,00021,2,toils,False,10,0.0043,0.8569,"toils,spilt"
crane,⬛🟨🟨🟨⬛,01110,2,toils,False,10,0.0043,0.5903,"toils,spilt"
crane,🟨🟨⬛⬛🟨,11001,2,spilt,False,10,0.0043,0.7592,"toils,spilt"
crane,🟩🟩⬛⬛🟨,22001,2,toils,False,10,0.0043,0.7967,"toils,spilt"
crane,⬛🟨🟩⬛🟨,01201,2,toils,False,9,0.0039,0.5659,"toils,spilt"
crane,⬛🟩🟨⬛🟨,02101,2,toils,False,9,0.0039,0.3686,"toils,spilt"
crane,🟨⬛⬛⬛🟩,10002,2,toils,False,9,0.0039,0.8873,"toils,spilt"
crane,🟩🟨⬛⬛⬛,21000,2,toils,False,9,0.0039,0.8205,"toils,spilt"
crane,⬛⬛🟩🟨⬛,00210,2,spilt,False,8,0.0035,0.8278,"toils,spilt"
crane,⬛🟨🟨⬛🟩,01102,2,toils,False,8,0.0035,0.7242,"toils,spilt"
crane,🟩⬛⬛🟨⬛,20010,2,toils,False,8,0.0035,0.6489,"toils,spilt"
crane,🟩🟨🟨⬛⬛,21100,2,toils,False,8,0.0035,0.8278,"toils,spilt"
crane,⬛🟨🟩⬛🟩,01202,2,spilt,False,7,0.0030,0.6406,"toils,spilt"
crane,⬛🟩🟩🟨⬛,02210,2,spilt,False,7,0.0030,0.5546,"toils,spilt"
crane,🟨🟨🟨⬛⬛,11100,2,toils,False,7,0.0030,0.6731,"toils,spilt"
crane,🟩⬛🟨⬛🟨,20101,2,toils,False,7,0.0030,0.6731,"toils,spilt"
crane,🟩🟨⬛⬛🟨,21001,2,toils,False,7,0.0030,0.5546,"toils,spilt"
crane,🟩🟩🟩⬛⬛,22200,2,spilt,False,7,0.0030,0.6731,"toils,spilt"
crane,⬛⬛🟨🟨🟩,00112,2,toils,False,6,0.0026,0.5775,"toils,spilt"
crane,⬛🟩🟩🟩⬛,02220,2,spilt,False,6,0.0026,0.3768,"toils,spilt"
crane,🟨⬛🟨⬛🟨,10101,2,toils,False,6,0.0026,0.5775,"toils,spilt"
crane,⬛🟨⬛🟨🟩,01012,2,toils,False,5,0.0022,0.5786,"toils,spilt"
crane,⬛🟨🟨🟨🟨,01111,2,toils,False,5,0.0022,0.4127,"toils,spilt"
crane,⬛🟩⬛🟨⬛,02010,2,toils,False,5,0.0022,0.2173,"toils,spilt"
crane,⬛🟩⬛🟩🟩,02022,2,toils,False,5,0.0022,0.4581,"toils,spilt"
crane,🟨⬛🟨🟨⬛,10110,2,toils,False,5,0.0022,0.5786,"toils,spilt"
crane,🟨⬛🟩⬛🟨,10201,2,spilt,False,5,0.0022,0.6990,"toils,spilt"
crane,🟨🟩⬛⬛⬛,12000,2,spilt,False,5,0.0022,0.6990,"toils,spilt"
crane,🟩⬛⬛🟩⬛,20020,2,toils,False,5,0.0022,0.5786,"toils,spilt"
crane,⬛🟨⬛🟩⬛,01020,2,toils,False,4,0.0017,0.4515,"toils,spilt"
crane,⬛🟩🟨🟨⬛,02110,2,toils,False,4,0.0017,0.4515,"toils,spilt"
crane,🟨⬛🟩⬛🟩,10202,2,toils,False,4,0.0017,0.6021,"toils,spilt"
crane,🟩⬛🟨⬛🟩,20102,2,toils,False,4,0.0017,0.6021,"toils,spilt"
crane,🟩⬛🟨🟨⬛,20110,2,toils,False,4,0.0017,0.6021,"toils,spilt"
crane,🟩🟨🟨⬛🟨,21101,2,spilt,False,4,0.0017,0.6021,"toils,spilt"
crane,🟩🟨🟩⬛⬛,21200,2,toils,False,4,0.0017,0.4515,"toils,spilt"
