first_word,first_code_emoji,first_code,max_num_second_word_in_strategy,assigned_second_guess,is_bin_solved,n_answers_in_bin,bin_probability,assigned_score_entropy,selected_second_guess_list
crane,⬛⬛⬛⬛⬛,00000,1,toils,False,263,0.1136,1.6998,toils
crane,⬛⬛🟨⬛⬛,00100,1,toils,False,134,0.0579,1.5467,toils
crane,⬛⬛⬛⬛🟨,00001,1,toils,False,127,0.0549,1.5326,toils
crane,⬛🟨⬛⬛🟨,01001,1,toils,False,122,0.0527,1.2055,toils
crane,⬛⬛⬛⬛🟩,00002,1,toils,False,102,0.0441,1.5740,toils
crane,⬛🟨⬛⬛⬛,01000,1,toils,False,90,0.0389,1.4522,toils
crane,⬛🟨🟨⬛⬛,01100,1,toils,False,65,0.0281,1.2269,toils
crane,⬛⬛⬛🟨🟨,00011,1,toils,False,58,0.0251,1.2157,toils
crane,⬛⬛⬛🟩⬛,00020,1,toils,False,58,0.0251,1.2930,toils
crane,⬛⬛⬛🟨⬛,00010,1,toils,False,55,0.0238,1.3387,toils
crane,🟨⬛⬛⬛⬛,10000,1,toils,False,55,0.0238,1.4414,toils
crane,⬛🟩⬛⬛⬛,02000,1,toils,False,51,0.0220,1.3015,toils
crane,⬛🟨🟨⬛🟨,01101,1,toils,False,50,0.0216,0.7691,toils
crane,⬛⬛🟨⬛🟩,00102,1,toils,False,49,0.0212,1.1080,toils
crane,⬛⬛🟩⬛⬛,00200,1,toils,False,49,0.0212,1.2732,toils
crane,⬛⬛🟨🟨⬛,00110,1,toils,False,47,0.0203,1.3405,toils
crane,⬛⬛🟨⬛🟨,00101,1,toils,False,46,0.0199,0.9470,toils
crane,⬛⬛🟩⬛🟩,00202,1,toils,False,44,0.0190,0.9673,toils
crane,⬛🟨⬛⬛🟩,01002,1,toils,False,40,0.0173,1.0063,toils
crane,⬛🟨⬛🟨🟨,01011,1,toils,False,27,0.0117,0.9656,toils
crane,🟨⬛🟨⬛⬛,10100,1,toils,False,27,0.0117,1.1078,toils
crane,⬛🟩⬛⬛🟩,02002,1,toils,False,26,0.0112,0.7810,toils
crane,🟩⬛⬛⬛⬛,20000,1,toils,False,25,0.0108,1.0817,toils
crane,⬛🟨🟩⬛⬛,01200,1,toils,False,24,0.0104,0.9792,toils
crane,⬛🟩⬛⬛🟨,02001,1,toils,False,22,0.0095,0.8892,toils
crane,⬛🟩🟩⬛⬛,02200,1,toils,False,22,0.0095,1.0584,toils
crane,⬛⬛⬛🟨🟩,00012,1,toils,False,21,0.0091,1.0891,toils
crane,⬛⬛🟨🟨🟨,00111,1,toils,False,21,0.0091,0.6877,toils
crane,⬛⬛🟨🟩⬛,00120,1,toils,False,20,0.0086,0.9343,toils
crane,🟨⬛⬛⬛🟨,10001,1,toils,False,20,0.0086,0.9229,toils
crane,⬛⬛🟩⬛🟨,00201,1,toils,False,18,0.0078,0.9498,toils
crane,🟨⬛⬛🟨⬛,10010,1,toils,False,18,0.0078,1.0085,toils
crane,⬛🟩⬛🟩⬛,02020,1,toils,False,17,0.0073,0.8008,toils
crane,⬛⬛🟩🟩⬛,00220,1,toils,False,16,0.0069,0.8728,toils
crane,⬛🟨⬛🟨⬛,01010,1,toils,False,13,0.0056,0.8824,toils
crane,⬛🟩🟩⬛🟩,02202,1,toils,False,13,0.0056,0.4533,toils
crane,🟨⬛🟩⬛⬛,10200,1,toils,False,13,0.0056,0.7373,toils
crane,🟩⬛🟨⬛⬛,20100,1,toils,False,13,0.0056,0.9112,toils
crane,🟩⬛🟩⬛⬛,20200,1,toils,False,13,0.0056,0.9750,toils
crane,🟩🟩⬛⬛⬛,22000,1,toils,False,13,0.0056,0.8361,toils
crane,⬛⬛⬛🟩🟩,00022,1,toils,False,12,0.0052,0.8596,toils
crane,⬛🟩🟨⬛⬛,02100,1,toils,False,12,0.0052,0.6399,toils
crane,🟨⬛⬛🟨🟩,10012,1,toils,False,11,0.0048,0.6035,toils
crane,🟨🟨⬛⬛⬛,11000,1,toils,False,11,0.0048,0.9319,toils
crane,🟩⬛⬛⬛🟨,20001,1,toils,False,11,0.0048,0.9319,toils
crane,🟩⬛⬛⬛🟩,20002,1,toils,False,11,0.0048,0.9867,toils
crane,⬛⬛⬛🟩🟨,00021,1,toils,False,10,0.0043,0.8569,toils
crane,⬛🟨🟨🟨⬛,01110,1,toils,False,10,0.0043,0.5903,toils
crane,🟨🟨⬛⬛🟨,11001,1,toils,False,10,0.0043,0.6990,toils
crane,🟩🟩⬛⬛🟨,22001,1,toils,False,10,0.0043,0.7967,toils
crane,⬛🟨🟩⬛🟨,01201,1,toils,False,9,0.0039,0.5659,toils
crane,⬛🟩🟨⬛🟨,02101,1,toils,False,9,0.0039,0.3686,toils
crane,🟨⬛⬛⬛🟩,10002,1,toils,False,9,0.0039,0.8873,toils
crane,🟩🟨⬛⬛⬛,21000,1,toils,False,9,0.0039,0.8205,toils
crane,⬛⬛🟩🟨⬛,00210,1,toils,False,8,0.0035,0.6489,toils
crane,⬛🟨🟨⬛🟩,01102,1,toils,False,8,0.0035,0.7242,toils
crane,🟩⬛⬛🟨⬛,20010,1,toils,False,8,0.0035,0.6489,toils
crane,🟩🟨🟨⬛⬛,21100,1,toils,False,8,0.0035,0.8278,toils
crane,⬛🟨🟩⬛🟩,01202,1,toils,False,7,0.0030,0.5546,toils
crane,⬛🟩🟩🟨⬛,02210,1,toils,False,7,0.0030,0.4361,toils
crane,🟨🟨🟨⬛⬛,11100,1,toils,False,7,0.0030,0.6731,toils
crane,🟩⬛🟨⬛🟨,20101,1,toils,False,7,0.0030,0.6731,toils
crane,🟩🟨⬛⬛🟨,21001,1,toils,False,7,0.0030,0.5546,toils
crane,🟩🟩🟩⬛⬛,22200,1,toils,False,7,0.0030,0.6406,toils
crane,⬛⬛🟨🟨🟩,00112,1,toils,False,6,0.0026,0.5775,toils
crane,⬛🟩🟩🟩⬛,02220,1,toils,False,6,0.0026,0.1957,toils
crane,🟨⬛🟨⬛🟨,10101,1,toils,False,6,0.0026,0.5775,toils
crane,⬛🟨⬛🟨🟩,01012,1,toils,False,5,0.0022,0.5786,toils
crane,⬛🟨🟨🟨🟨,01111,1,toils,False,5,0.0022,0.4127,toils
crane,⬛🟩⬛🟨⬛,02010,1,toils,False,5,0.0022,0.2173,toils
crane,⬛🟩⬛🟩🟩,02022,1,toils,False,5,0.0022,0.4581,toils
crane,🟨⬛🟨🟨⬛,10110,1,toils,False,5,0.0022,0.5786,toils
crane,🟨⬛🟩⬛🟨,10201,1,toils,False,5,0.0022,0.5786,toils
crane,🟨🟩⬛⬛⬛,12000,1,toils,False,5,0.0022,0.5786,toils
crane,🟩⬛⬛🟩⬛,20020,1,toils,False,5,0.0022,0.5786,toils
crane,⬛🟨⬛🟩⬛,01020,1,toils,False,4,0.0017,0.4515,toils
crane,⬛🟩🟨🟨⬛,02110,1,toils,False,4,0.0017,0.4515,toils
